cnt,rolling_mean_5,rolling_mean_6,rolling_mean_7,rolling_mean_8,rolling_mean_9,rolling_mean_10,rolling_std_5,rolling_std_6,rolling_std_7,rolling_std_8,rolling_std_9,rolling_std_10,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_diff_1,lag_diff_2,lag_diff_3,lag_diff_4,lag_diff_5,lag_diff_6,lag_diff_7,lag_diff_8,lag_diff_9,lag_diff_10,day_of_week,month,Y
42,31.2,32.833333333333336,34.42857142857143,34.125,34.22222222222222,33.4,7.259476565153056,7.62670745909827,8.141603913585762,7.58640701706481,7.102425250887358,7.183313998427365,24.0,28.0,27.0,35.0,41.0,44.0,32.0,35.0,26.0,27.0,18.0,14.0,15.0,7.0,1.0,-2.0,10.0,7.0,16.0,15.0,4,11,24.0
48,33.8,34.0,35.0,36.125,35.666666666666664,35.6,10.545141061171536,9.444575162493997,9.018499505645826,8.93528319161091,8.470537173048589,7.988881162104247,42.0,24.0,28.0,27.0,35.0,41.0,44.0,32.0,35.0,26.0,6.0,24.0,20.0,21.0,13.0,7.0,4.0,16.0,13.0,22.0,5,11,42.0
40,36.4,34.833333333333336,34.857142857142854,35.625,36.55555555555556,36.1,10.03992031840918,9.765585833254715,8.914941978285173,8.534593470944264,8.457409637576733,8.10281158336767,48.0,42.0,24.0,28.0,27.0,35.0,41.0,44.0,32.0,35.0,-8.0,-2.0,16.0,12.0,13.0,5.0,-1.0,-4.0,8.0,5.0,6,11,48.0
49,40.6,38.5,36.857142857142854,36.625,37.111111111111114,37.8,10.039920318409145,10.348912986396137,10.39917579151625,9.650129532809327,9.143911149563362,8.891943919451352,40.0,48.0,42.0,24.0,28.0,27.0,35.0,41.0,44.0,32.0,9.0,1.0,7.0,25.0,21.0,22.0,14.0,8.0,5.0,17.0,0,11,40.0
34,42.6,39.5,37.857142857142854,36.5,36.333333333333336,36.8,6.1481704595761215,9.375499986667304,9.599107101332784,9.680613912055602,9.069178573608417,8.676917015212858,49.0,40.0,48.0,42.0,24.0,28.0,27.0,35.0,41.0,44.0,-15.0,-6.0,-14.0,-8.0,10.0,6.0,7.0,-1.0,-7.0,-10.0,1,11,49.0
44,43.0,42.833333333333336,40.142857142857146,38.625,37.333333333333336,37.1,6.164414002969332,5.528712930390338,8.725987459471693,9.148575220843261,9.394147114027865,8.887569346502469,34.0,49.0,40.0,48.0,42.0,24.0,28.0,27.0,35.0,41.0,10.0,-5.0,4.0,-4.0,2.0,20.0,16.0,17.0,9.0,3.0,2,11,34.0
98,53.0,52.166666666666664,50.714285714285715,47.375,45.22222222222222,43.4,25.748786379167516,23.12069779800483,21.45316049532316,21.99309956716941,21.56257045077054,21.130283691632926,44.0,34.0,49.0,40.0,48.0,42.0,24.0,28.0,27.0,35.0,54.0,64.0,49.0,58.0,50.0,56.0,74.0,70.0,71.0,63.0,3,11,44.0
30,51.0,49.166666666666664,49.0,48.125,45.44444444444444,43.7,27.34958866235474,24.871000515995842,22.708295107001444,21.168963130016518,21.372360135880555,20.89151874698331,98.0,44.0,34.0,49.0,40.0,48.0,42.0,24.0,28.0,27.0,-68.0,-14.0,-4.0,-19.0,-10.0,-18.0,-12.0,6.0,2.0,3.0,4,11,98.0
57,52.6,52.0,50.285714285714285,50.0,49.111111111111114,46.6,27.437201023428077,24.58454799259077,22.896246313273583,21.213203435596395,20.021516204101772,20.47871523747953,30.0,98.0,44.0,34.0,49.0,40.0,48.0,42.0,24.0,28.0,27.0,-41.0,13.0,23.0,8.0,17.0,9.0,15.0,33.0,29.0,5,11,30.0
64,58.6,54.5,53.714285714285715,52.0,51.55555555555556,50.6,25.569513096654806,24.977990311472198,22.896246313273576,21.745278633697513,20.384498467653714,19.454790898102356,57.0,30.0,98.0,44.0,34.0,49.0,40.0,48.0,42.0,24.0,7.0,34.0,-34.0,20.0,30.0,15.0,24.0,16.0,22.0,40.0,6,12,57.0
29,55.6,53.666666666666664,50.857142857142854,50.625,49.44444444444444,49.3,28.43061729896138,25.86632302177226,24.754989876982833,22.92807075554826,21.737704059485594,20.499593491904445,64.0,57.0,30.0,98.0,44.0,34.0,49.0,40.0,48.0,42.0,-35.0,-28.0,-1.0,-69.0,-15.0,-5.0,-20.0,-11.0,-19.0,-13.0,0,12,64.0
26,41.2,50.666666666666664,49.714285714285715,47.75,47.888888888888886,47.1,17.85217073635597,28.15433655170488,25.82449925758021,24.54587541726713,22.964344343157496,21.794239809841667,29.0,64.0,57.0,30.0,98.0,44.0,34.0,49.0,40.0,48.0,-3.0,-38.0,-31.0,-4.0,-72.0,-18.0,-8.0,-23.0,-14.0,-22.0,1,12,29.0
35,42.2,40.166666666666664,48.42857142857143,47.875,46.333333333333336,46.6,17.195929750961543,16.1668384870594,26.374590946952083,24.468273918922588,23.3505888576712,22.031290878606644,26.0,29.0,64.0,57.0,30.0,98.0,44.0,34.0,49.0,40.0,9.0,6.0,-29.0,-22.0,5.0,-63.0,-9.0,1.0,-14.0,-5.0,2,12,26.0
45,39.8,42.666666666666664,40.857142857142854,48.0,47.55555555555556,46.2,15.352524222420389,15.422926656982625,14.870872776769254,24.44819596032158,22.90802867506884,22.019183555355614,35.0,26.0,29.0,64.0,57.0,30.0,98.0,44.0,34.0,49.0,10.0,19.0,16.0,-19.0,-12.0,15.0,-53.0,1.0,11.0,-4.0,3,12,35.0
60,39.0,43.166666666666664,45.142857142857146,43.25,49.333333333333336,48.8,13.802173741842436,16.017698544630726,15.52877513337277,15.341354009902174,23.216373532487772,21.953486182279875,45.0,35.0,26.0,29.0,64.0,57.0,30.0,98.0,44.0,34.0,15.0,25.0,34.0,31.0,-4.0,3.0,30.0,-38.0,16.0,26.0,4,12,45.0
50,43.2,40.833333333333336,44.142857142857146,45.75,44.0,49.4,13.179529581893435,13.136463248023235,14.84844067490556,14.479048903255206,14.525839046333898,21.889622097138936,60.0,45.0,35.0,26.0,29.0,64.0,57.0,30.0,98.0,44.0,-10.0,5.0,15.0,24.0,21.0,-14.0,-7.0,20.0,-48.0,6.0,5,12,60.0
51,48.2,44.5,42.285714285714285,45.0,46.333333333333336,44.7,9.148770409186323,12.210651088291677,12.592514783450849,13.95912400034979,13.656500283747611,13.872835166452262,50.0,60.0,45.0,35.0,26.0,29.0,64.0,57.0,30.0,98.0,1.0,-9.0,6.0,16.0,25.0,22.0,-13.0,-6.0,21.0,-47.0,6,12,50.0
24,46.0,44.166666666666664,41.57142857142857,40.0,42.666666666666664,44.1,13.43502884254454,12.828354012369058,13.575187449376674,13.330952168329326,14.815532390029,14.685215543380858,51.0,50.0,60.0,45.0,35.0,26.0,29.0,64.0,57.0,30.0,-27.0,-26.0,-36.0,-21.0,-11.0,-2.0,-5.0,-40.0,-33.0,-6.0,0,12,51.0
34,43.8,44.0,42.714285714285715,40.625,39.333333333333336,41.8,14.498275759551687,12.976902558006616,12.324964985944645,12.850097275896344,12.629330940315018,14.23454327409988,24.0,51.0,50.0,60.0,45.0,35.0,26.0,29.0,64.0,57.0,10.0,-17.0,-16.0,-26.0,-11.0,-1.0,8.0,5.0,-30.0,-23.0,1,12,24.0
40,39.8,43.166666666666664,43.42857142857143,42.375,40.55555555555556,39.4,11.322543883774738,13.060117406312443,11.942321701371434,11.450982490598728,12.021970627886931,11.908913561791556,34.0,24.0,51.0,50.0,60.0,45.0,35.0,26.0,29.0,64.0,6.0,16.0,-11.0,-10.0,-20.0,-5.0,5.0,14.0,11.0,-24.0,2,12,34.0
32,36.2,38.5,41.57142857142857,42.0,41.22222222222222,39.7,10.059821071967699,10.616025621672092,12.64722819246892,11.771636613972895,11.25586266993529,11.652848960185203,40.0,34.0,24.0,51.0,50.0,60.0,45.0,35.0,26.0,29.0,-8.0,-2.0,8.0,-19.0,-18.0,-28.0,-13.0,-3.0,6.0,3.0,3,12,40.0
48,35.6,38.166666666666664,39.857142857142854,42.375,42.666666666666664,41.9,8.988882021697997,10.206207261596493,10.334869317486492,11.927609028755754,11.191514642799627,10.826408042888044,32.0,40.0,34.0,24.0,51.0,50.0,60.0,45.0,35.0,26.0,16.0,8.0,14.0,24.0,-3.0,-2.0,-12.0,3.0,13.0,22.0,4,12,32.0
55,41.8,38.833333333333336,40.57142857142857,41.75,43.77777777777778,43.9,9.654014708917964,11.285684147036235,11.282097069504148,10.96422754754225,11.924531204388833,11.249197502241822,48.0,32.0,40.0,34.0,24.0,51.0,50.0,60.0,45.0,35.0,7.0,23.0,15.0,21.0,31.0,4.0,5.0,-5.0,10.0,20.0,5,12,48.0
61,47.2,45.0,42.0,43.125,43.888888888888886,45.5,11.562871615649959,11.661903789690543,13.27905619136138,12.69912820404833,12.097979629306277,12.492219800962287,55.0,48.0,32.0,40.0,34.0,24.0,51.0,50.0,60.0,45.0,6.0,13.0,29.0,21.0,27.0,37.0,10.0,11.0,1.0,16.0,6,12,55.0
40,47.2,46.0,44.285714285714285,41.75,42.77777777777778,43.5,11.562871615649959,10.751744044572428,10.81225054763167,12.314335432448468,11.92453120438883,11.472188592901984,61.0,55.0,48.0,32.0,40.0,34.0,24.0,51.0,50.0,60.0,-21.0,-15.0,-8.0,8.0,0.0,6.0,16.0,-11.0,-10.0,-20.0,0,12,61.0
34,47.6,45.0,44.285714285714285,43.0,40.888888888888886,41.9,10.922453936730674,11.661903789690543,10.81225054763167,10.650285039780394,11.805130711309785,11.580155439371262,40.0,61.0,55.0,48.0,32.0,40.0,34.0,24.0,51.0,50.0,-6.0,-27.0,-21.0,-14.0,2.0,-6.0,0.0,10.0,-17.0,-16.0,1,12,40.0
35,45.0,45.5,43.57142857142857,43.125,42.111111111111114,40.3,12.267844146385455,11.040833301884359,11.296860077873284,10.534806256269809,10.31315233626991,11.284699572626858,34.0,40.0,61.0,55.0,48.0,32.0,40.0,34.0,24.0,51.0,1.0,-5.0,-26.0,-20.0,-13.0,3.0,-5.0,1.0,11.0,-16.0,2,12,34.0
48,43.6,45.5,45.857142857142854,44.125,43.666666666666664,42.7,11.19374825516476,11.040833301884359,10.123052428797838,10.57540948210916,9.987492177719014,9.90005611656372,35.0,34.0,40.0,61.0,55.0,48.0,32.0,40.0,34.0,24.0,13.0,14.0,8.0,-13.0,-7.0,0.0,16.0,8.0,14.0,24.0,3,12,35.0
55,42.4,45.5,46.857142857142854,47.0,45.333333333333336,44.8,8.96102672688818,11.040833301884359,10.699354675689076,9.913915184512772,10.535653752852673,10.075272259899982,48.0,35.0,34.0,40.0,61.0,55.0,48.0,32.0,40.0,34.0,7.0,20.0,21.0,15.0,-6.0,0.0,7.0,23.0,15.0,21.0,4,12,48.0
79,50.2,48.5,50.285714285714285,50.875,50.55555555555556,48.7,18.37661557523591,16.955824957813135,16.18347187425371,15.075405704088224,14.13427669807609,14.560601330683733,55.0,48.0,35.0,34.0,40.0,61.0,55.0,48.0,32.0,40.0,24.0,31.0,44.0,45.0,39.0,18.0,24.0,31.0,47.0,39.0,5,12,55.0
70,57.4,53.5,51.57142857142857,52.75,53.0,52.5,17.472836060582775,18.316659084014177,17.481963494386047,16.524873027391987,15.47578754054213,14.676133308500763,79.0,55.0,48.0,35.0,34.0,40.0,61.0,55.0,48.0,32.0,-9.0,15.0,22.0,35.0,36.0,30.0,9.0,15.0,22.0,38.0,6,12,79.0
44,59.2,55.166666666666664,52.142857142857146,50.625,51.77777777777778,52.1,14.855975228843155,16.557978942693033,17.10193528452816,16.405029716522876,15.730366951995855,14.86569503551333,70.0,79.0,55.0,48.0,35.0,34.0,40.0,61.0,55.0,48.0,-26.0,-35.0,-11.0,-4.0,9.0,10.0,4.0,-17.0,-11.0,-4.0,0,12,70.0
37,57.0,55.5,52.57142857142857,50.25,49.111111111111114,50.3,17.507141400011648,16.08415369237683,16.60177844747503,16.713980461193003,16.0034718455437,15.549562337534976,44.0,70.0,79.0,55.0,48.0,35.0,34.0,40.0,61.0,55.0,-7.0,-33.0,-42.0,-18.0,-11.0,2.0,3.0,-3.0,-24.0,-18.0,1,12,44.0
0,46.0,47.5,47.57142857142857,46.0,44.666666666666664,44.2,31.088583113419688,28.048172846016172,25.605059023932103,24.118753817606006,22.912878474779166,21.65281608577608,37.0,44.0,70.0,79.0,55.0,48.0,35.0,34.0,40.0,61.0,-37.0,-44.0,-70.0,-79.0,-55.0,-48.0,-35.0,-34.0,-40.0,-61.0,2,12,37.0
37,37.6,44.5,46.0,46.25,45.0,43.9,25.02598649404265,28.048172846016172,25.91010099041169,23.99851185862511,22.759613353482052,21.738087414592012,0.0,37.0,44.0,70.0,79.0,55.0,48.0,35.0,34.0,40.0,37.0,0.0,-7.0,-33.0,-42.0,-18.0,-11.0,2.0,3.0,-3.0,3,12,0.0
41,31.8,38.166666666666664,44.0,45.375,45.666666666666664,44.6,18.01943395337396,22.42691834975696,25.63851269737254,24.053140573084633,22.51666049839537,21.495219106686104,37.0,0.0,37.0,44.0,70.0,79.0,55.0,48.0,35.0,34.0,4.0,41.0,4.0,-3.0,-29.0,-38.0,-14.0,-7.0,6.0,7.0,4,12,37.0
52,33.4,35.166666666666664,40.142857142857146,45.0,46.111111111111114,46.3,19.654516020497837,18.10432729119382,21.129983210504225,23.904572186687844,22.607766610417528,21.32317466461728,41.0,37.0,0.0,37.0,44.0,70.0,79.0,55.0,48.0,35.0,11.0,15.0,52.0,15.0,8.0,-18.0,-27.0,-3.0,4.0,17.0,5,12,41.0
52,36.4,36.5,37.57142857142857,41.625,45.77777777777778,46.7,21.407942451342812,19.149412523625855,17.7092926911,20.0066953078927,22.482091638556298,21.396001703329695,52.0,41.0,37.0,0.0,37.0,44.0,70.0,79.0,55.0,48.0,0.0,11.0,15.0,52.0,15.0,8.0,-18.0,-27.0,-3.0,4.0,6,12,52.0
44,45.2,37.666666666666664,37.57142857142857,38.375,41.888888888888886,45.6,6.68580586017903,19.3975943525651,17.7092926911,16.552405953731967,18.731286958218046,21.20377324911768,52.0,52.0,41.0,37.0,0.0,37.0,44.0,70.0,79.0,55.0,-8.0,-8.0,3.0,7.0,44.0,7.0,0.0,-26.0,-35.0,-11.0,0,12,52.0
38,45.4,44.0,37.714285714285715,37.625,38.333333333333336,41.5,6.387487769068855,6.663332499583,17.707948175083096,16.396319273369993,15.483862567201962,17.702793251034958,44.0,52.0,52.0,41.0,37.0,0.0,37.0,44.0,70.0,79.0,-6.0,-14.0,-14.0,-3.0,1.0,38.0,1.0,-6.0,-32.0,-41.0,1,12,44.0
31,43.4,43.0,42.142857142857146,36.875,36.888888888888886,37.6,9.099450532862107,8.197560612767619,7.819389819087989,16.565346790384826,15.495519065559217,14.781369655376661,38.0,44.0,52.0,52.0,41.0,37.0,0.0,37.0,44.0,70.0,-7.0,-13.0,-21.0,-21.0,-10.0,-6.0,31.0,-6.0,-13.0,-39.0,2,1,38.0
45,42.0,43.666666666666664,43.285714285714285,42.5,37.77777777777778,37.7,7.905694150421246,8.1649658092772,7.521398046336079,7.309485031694775,15.730366951995828,14.832771524941391,31.0,38.0,44.0,52.0,52.0,41.0,37.0,0.0,37.0,44.0,14.0,7.0,1.0,-7.0,-7.0,4.0,8.0,45.0,8.0,1.0,3,1,31.0
53,42.2,43.833333333333336,45.0,44.5,43.666666666666664,39.3,8.228000972289967,8.376554582085985,8.246211251235286,7.764387566686302,7.681145747868505,15.592377054901629,45.0,31.0,38.0,44.0,52.0,52.0,41.0,37.0,0.0,37.0,8.0,22.0,15.0,9.0,1.0,1.0,12.0,16.0,53.0,16.0,4,1,45.0
46,42.6,42.833333333333336,44.142857142857146,45.125,44.666666666666664,43.9,8.384509526502107,7.52108148251737,7.690439333539838,7.642690251849333,7.280109889280413,7.279346735036605,53.0,45.0,31.0,38.0,44.0,52.0,52.0,41.0,37.0,0.0,-7.0,1.0,15.0,8.0,2.0,-6.0,-6.0,5.0,9.0,46.0,5,1,53.0
56,46.2,44.833333333333336,44.714285714285715,45.625,46.333333333333336,45.8,9.67987603226426,9.282600210429496,8.479667558622884,8.262436513695926,8.015609770940609,7.7430972843917045,46.0,53.0,45.0,31.0,38.0,44.0,52.0,52.0,41.0,37.0,10.0,3.0,11.0,25.0,18.0,12.0,4.0,4.0,15.0,19.0,6,1,46.0
36,47.2,44.5,43.57142857142857,43.625,44.55555555555556,45.3,7.791020472313234,9.607288899580311,9.107819769427838,8.433563896716413,8.368260140422036,8.233400809440026,56.0,46.0,53.0,45.0,31.0,38.0,44.0,52.0,52.0,41.0,-20.0,-10.0,-17.0,-9.0,5.0,-2.0,-8.0,-16.0,-16.0,-5.0,0,1,56.0
32,44.6,44.666666666666664,42.714285714285715,42.125,42.333333333333336,43.3,10.430723848324444,9.330952077181927,9.961831921795055,9.372261504796175,8.789197915623378,8.832389886724345,36.0,56.0,46.0,53.0,45.0,31.0,38.0,44.0,52.0,52.0,-4.0,-24.0,-14.0,-21.0,-13.0,1.0,-6.0,-12.0,-20.0,-20.0,1,1,36.0
25,39.0,41.333333333333336,41.857142857142854,40.5,40.22222222222222,40.6,12.16552506059665,12.29091805629936,11.305287427107885,11.148350294358032,10.461569884316726,9.935346552139551,32.0,36.0,56.0,46.0,53.0,45.0,31.0,38.0,44.0,52.0,-7.0,-11.0,-31.0,-21.0,-28.0,-20.0,-6.0,-13.0,-19.0,-27.0,2,1,32.0
33,36.4,38.0,40.142857142857146,40.75,39.666666666666664,39.5,11.674759098157251,11.153474794878898,11.653734328940397,10.925069466925205,10.723805294763524,10.124228365658315,25.0,32.0,36.0,56.0,46.0,53.0,45.0,31.0,38.0,44.0,8.0,1.0,-3.0,-23.0,-13.0,-20.0,-12.0,2.0,-5.0,-11.0,3,1,25.0
41,33.4,37.166666666666664,38.42857142857143,40.25,40.77777777777778,39.8,5.856620185739034,10.60974394915662,10.244626930854107,10.793516572461384,10.219806477837174,10.119288512538832,33.0,25.0,32.0,36.0,56.0,46.0,53.0,45.0,31.0,38.0,8.0,16.0,9.0,5.0,-15.0,-5.0,-12.0,-4.0,10.0,3.0,4,1,33.0
53,36.8,36.666666666666664,39.42857142857143,40.25,41.666666666666664,42.0,10.686440005914292,9.563820714895565,11.385036127261422,10.793516572461384,10.954451150103244,10.381607668264946,41.0,33.0,25.0,32.0,36.0,56.0,46.0,53.0,45.0,31.0,12.0,20.0,28.0,21.0,17.0,-3.0,7.0,0.0,8.0,22.0,5,1,41.0
42,38.8,37.666666666666664,37.42857142857143,39.75,40.44444444444444,41.7,10.497618777608814,9.791152468768194,8.960229588895293,10.579630023236634,10.113247637518622,10.32849349023262,53.0,41.0,33.0,25.0,32.0,36.0,56.0,46.0,53.0,45.0,-11.0,1.0,9.0,17.0,10.0,6.0,-14.0,-4.0,-11.0,-3.0,6,1,53.0
30,39.8,37.333333333333336,36.57142857142857,36.5,38.666666666666664,39.4,8.983317872590563,10.053191864610241,9.396047801374513,8.701395618766238,10.41633332799974,10.09069978852917,42.0,53.0,41.0,33.0,25.0,32.0,36.0,56.0,46.0,53.0,-12.0,-23.0,-11.0,-3.0,5.0,-2.0,-6.0,-26.0,-16.0,-23.0,0,1,42.0
29,39.0,38.0,36.142857142857146,35.625,35.666666666666664,37.7,9.87420882906601,9.16515138991162,9.702724212449706,9.101608962940798,8.51469318296308,10.285372569279623,30.0,42.0,53.0,41.0,33.0,25.0,32.0,36.0,56.0,46.0,-1.0,-13.0,-24.0,-12.0,-4.0,4.0,-3.0,-7.0,-27.0,-17.0,1,1,30.0
30,36.8,37.5,36.857142857142854,35.375,35.0,35.1,10.52140675005037,9.565563234854437,8.896227129680181,9.241791724861192,8.717797887081229,8.225299724360022,29.0,30.0,42.0,53.0,41.0,33.0,25.0,32.0,36.0,56.0,1.0,0.0,-12.0,-23.0,-11.0,-3.0,5.0,-2.0,-6.0,-26.0,2,1,29.0
28,31.8,35.333333333333336,36.142857142857146,35.75,34.55555555555556,34.3,5.761944116355708,10.073066398404487,9.441549509633349,8.811518435709914,8.987645841808392,8.512082915218652,30.0,29.0,30.0,42.0,53.0,41.0,33.0,25.0,32.0,36.0,-2.0,-1.0,-2.0,-14.0,-25.0,-13.0,-5.0,3.0,-4.0,-8.0,3,1,30.0
42,31.8,33.5,36.285714285714285,36.875,36.44444444444444,35.3,5.761944116355708,6.625707509390894,9.534398874851131,8.98311908923772,8.50163382990445,8.79456903119453,28.0,30.0,29.0,30.0,42.0,53.0,41.0,33.0,25.0,32.0,14.0,12.0,13.0,12.0,0.0,-11.0,1.0,9.0,17.0,10.0,4,1,28.0
44,34.6,33.833333333333336,35.0,37.25,37.666666666666664,37.2,7.733045971672854,7.167054253085123,7.2341781380702885,9.238892945431363,8.732124598286381,8.363943780033226,42.0,28.0,30.0,29.0,30.0,42.0,53.0,41.0,33.0,25.0,2.0,16.0,14.0,15.0,14.0,2.0,-9.0,3.0,11.0,19.0,5,1,42.0
41,37.0,35.666666666666664,34.857142857142854,35.75,37.666666666666664,38.0,7.416198487096028,7.3936910042728705,7.081162132225045,7.02546388910664,8.732124598286381,8.299933065325865,44.0,42.0,28.0,30.0,29.0,30.0,42.0,53.0,41.0,33.0,-3.0,-1.0,13.0,11.0,12.0,11.0,-1.0,-12.0,0.0,8.0,6,1,44.0
29,36.8,35.666666666666664,34.714285714285715,34.125,35.0,36.8,7.661592523751536,7.3936910042728705,7.204495950777037,6.875162335745657,6.946221994724754,8.67691701521283,41.0,44.0,42.0,28.0,30.0,29.0,30.0,42.0,53.0,41.0,-12.0,-15.0,-13.0,1.0,-1.0,0.0,-1.0,-13.0,-24.0,-12.0,0,1,41.0
26,36.4,35.0,34.285714285714285,33.625,33.22222222222222,34.1,8.264381404558087,8.148619514985278,7.674943772091284,7.347254103210355,6.978140471819286,7.140650452787245,29.0,41.0,44.0,42.0,28.0,30.0,29.0,30.0,42.0,53.0,-3.0,-15.0,-18.0,-16.0,-2.0,-4.0,-3.0,-4.0,-16.0,-27.0,1,1,29.0
29,33.8,35.166666666666664,34.142857142857146,33.625,33.111111111111114,32.8,8.105553651664138,7.985403350280157,7.77664390828019,7.347254103210355,7.043515536371659,6.71317113342635,26.0,29.0,41.0,44.0,42.0,28.0,30.0,29.0,30.0,42.0,3.0,0.0,-12.0,-15.0,-13.0,1.0,-1.0,0.0,-1.0,-13.0,2,1,26.0
24,29.8,32.166666666666664,33.57142857142857,32.875,32.55555555555556,32.2,6.610597552415848,8.280499179799824,8.423323628614892,8.043409014306503,7.584706835321691,7.238784428341704,29.0,26.0,29.0,41.0,44.0,42.0,28.0,30.0,29.0,30.0,-5.0,-2.0,-5.0,-17.0,-20.0,-18.0,-4.0,-6.0,-5.0,-6.0,3,1,29.0
31,27.8,30.0,32.0,33.25,32.666666666666664,32.4,2.7748873851035234,5.9329587896764355,7.571877794400443,7.851296526234102,7.549834435270604,7.167829363048485,24.0,29.0,26.0,29.0,41.0,44.0,42.0,28.0,30.0,29.0,7.0,2.0,5.0,2.0,-10.0,-13.0,-11.0,3.0,1.0,2.0,4,1,24.0
53,32.6,32.0,33.285714285714285,34.625,35.44444444444444,34.7,11.71750826754588,10.58300524425831,10.242302568502991,10.211163358934948,9.862949750342224,9.59224223584417,31.0,24.0,29.0,26.0,29.0,41.0,44.0,42.0,28.0,30.0,22.0,29.0,24.0,27.0,24.0,12.0,9.0,11.0,25.0,23.0,5,1,31.0
44,36.2,34.5,33.714285714285715,34.625,35.666666666666664,36.3,11.945710527214594,11.467344941179668,10.672617387724667,10.211163358934948,10.049875621120789,9.684466370889526,53.0,31.0,24.0,29.0,26.0,29.0,41.0,44.0,42.0,28.0,-9.0,13.0,20.0,15.0,18.0,15.0,3.0,0.0,2.0,16.0,6,1,53.0
36,37.6,36.166666666666664,34.714285714285715,34.0,34.77777777777778,35.7,11.282730166054908,10.684880283216357,10.483547200483374,9.913915184512767,9.562658858520592,9.475699915514964,44.0,53.0,31.0,24.0,29.0,26.0,29.0,41.0,44.0,42.0,-8.0,-17.0,5.0,12.0,7.0,10.0,7.0,-5.0,-8.0,-6.0,0,1,44.0
42,41.2,38.333333333333336,37.0,35.625,34.888888888888886,35.5,8.348652585897016,10.250203250017321,10.00000000000003,10.041876603219354,9.649409884086644,9.300537618869216,36.0,44.0,53.0,31.0,24.0,29.0,26.0,29.0,41.0,44.0,6.0,-2.0,-11.0,11.0,18.0,13.0,16.0,13.0,1.0,-2.0,1,1,36.0
27,40.4,38.833333333333336,36.714285714285715,35.75,34.666666666666664,34.1,9.65919251283486,9.453394452082579,10.29100393084963,9.910312089651075,9.823441352194143,9.433392225964672,42.0,36.0,44.0,53.0,31.0,24.0,29.0,26.0,29.0,41.0,-15.0,-9.0,-17.0,-26.0,-4.0,3.0,-2.0,1.0,-2.0,-14.0,2,1,42.0
30,35.8,38.666666666666664,37.57142857142857,35.875,35.111111111111114,34.2,7.362064927722762,9.626352718795717,9.253056123197792,9.818895777311868,9.466314547441842,9.378462323619866,27.0,42.0,36.0,44.0,53.0,31.0,24.0,29.0,26.0,29.0,3.0,-12.0,-6.0,-14.0,-23.0,-1.0,6.0,1.0,4.0,1.0,3,1,27.0
37,34.4,36.0,38.42857142857143,37.5,36.0,35.3,5.94138031100566,6.603029607687592,8.810167286666472,8.569047288267814,9.192388155425007,8.944893018427475,30.0,27.0,42.0,36.0,44.0,53.0,31.0,24.0,29.0,26.0,7.0,10.0,-5.0,1.0,-7.0,-16.0,6.0,13.0,8.0,11.0,4,1,30.0
47,36.6,36.5,37.57142857142857,39.5,38.55555555555556,37.1,8.264381404558085,7.395944834840169,7.322502824789359,8.701395618766238,8.618455649231823,9.338688939627025,37.0,30.0,27.0,42.0,36.0,44.0,53.0,31.0,24.0,29.0,10.0,17.0,20.0,5.0,11.0,3.0,-6.0,16.0,23.0,18.0,5,2,37.0
20,32.2,33.833333333333336,34.142857142857146,35.375,37.333333333333336,36.7,10.28105052998019,10.028293307770053,9.191092996819874,9.195301595302352,10.416333327999736,10.022751895340754,47.0,37.0,30.0,27.0,42.0,36.0,44.0,53.0,31.0,24.0,-27.0,-17.0,-10.0,-7.0,-22.0,-16.0,-24.0,-33.0,-11.0,-4.0,6,2,47.0
35,33.8,32.666666666666664,34.0,34.25,35.333333333333336,37.1,9.884331034521546,9.266426855410105,9.165151389911728,8.514693182963116,8.602325267042508,9.84829370443885,20.0,47.0,37.0,30.0,27.0,42.0,36.0,44.0,53.0,31.0,15.0,-12.0,-2.0,5.0,8.0,-7.0,-1.0,-9.0,-18.0,4.0,0,2,20.0
32,34.2,33.5,32.57142857142857,33.75,34.0,35.0,9.731392500562585,8.87130204648669,8.462803768199322,8.514693182963116,7.999999999999866,8.17856276425696,35.0,20.0,47.0,37.0,30.0,27.0,42.0,36.0,44.0,53.0,-3.0,12.0,-15.0,-5.0,2.0,5.0,-10.0,-4.0,-12.0,-21.0,1,2,35.0
30,32.8,33.5,33.0,32.25,33.333333333333336,33.6,9.731392500562594,8.87130204648669,8.205689083394173,7.887603293414563,8.062257748298414,7.6478028798401185,32.0,35.0,20.0,47.0,37.0,30.0,27.0,42.0,36.0,44.0,-2.0,-5.0,10.0,-17.0,-7.0,0.0,3.0,-12.0,-6.0,-14.0,2,2,32.0
29,29.2,32.166666666666664,32.857142857142854,32.5,31.88888888888889,32.9,5.6302753041042575,8.841191473249836,8.275034167675168,7.727501906456204,7.457285773732213,7.723700897598097,30.0,32.0,35.0,20.0,47.0,37.0,30.0,27.0,42.0,36.0,-1.0,-3.0,-6.0,9.0,-18.0,-8.0,-1.0,2.0,-13.0,-7.0,3,2,30.0
28,30.8,29.0,31.571428571428573,32.25,32.0,31.5,2.7748873851034217,5.059644256269299,8.223080178318142,7.851296526234103,7.382411530116547,7.137537701788125,29.0,30.0,32.0,35.0,20.0,47.0,37.0,30.0,27.0,42.0,-1.0,-2.0,-4.0,-7.0,8.0,-19.0,-9.0,-2.0,1.0,-14.0,4,2,29.0
